# VOCABULARY RECONCILIATION over synthetic RFQ-18649 fixtures. Terms are reported as observed; mappings are declared, never guessed. Nothing here is a University of Iowa finding, and no lane is scored, ranked or certified.
slot,term,lane,file,column,rows,compound
area,Accessibility / software delivery,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,2,False
area,DEP,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/resourcing_table.csv,area,3,False
area,DEP,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/evidence_register.csv,area,5,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/recommendations.csv,area,1,False
area,DEP,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-ranked.csv,area,3,False
area,DEP,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_evidence_register.csv,area,4,False
area,DEP,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_finding_matrix.csv,area,3,False
area,DEP,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_recommendation_register.csv,area,1,False
area,DEP,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/methodology/23-synthetic-evidence-register.csv,area,2,False
area,Data classification,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Data classification / software delivery,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Data use / AI readiness,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Deployment / operations,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Deployment / operations / records,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Deployment and operations,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,area_label,3,False
area,Records handling / delivery evidence,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Records handling / operations,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Records handling / software delivery,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,SD,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/resourcing_table.csv,area,3,False
area,SD,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/evidence_register.csv,area,6,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/matrix.csv,area,4,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/recommendations.csv,area,1,False
area,SD,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-ranked.csv,area,3,False
area,SD,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_evidence_register.csv,area,6,False
area,SD,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_finding_matrix.csv,area,3,False
area,SD,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_recommendation_register.csv,area,1,False
area,SD,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/methodology/23-synthetic-evidence-register.csv,area,2,False
area,SEC,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/resourcing_table.csv,area,3,False
area,SEC,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/evidence_register.csv,area,5,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/recommendations.csv,area,2,False
area,SEC,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-ranked.csv,area,3,False
area,SEC,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_evidence_register.csv,area,5,False
area,SEC,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_finding_matrix.csv,area,3,False
area,SEC,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_recommendation_register.csv,area,2,False
area,SEC,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/methodology/23-synthetic-evidence-register.csv,area,1,False
area,Security,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,area_label,3,False
area,Software delivery / deployment,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Software delivery / deployment / security,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Software delivery / governance,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Software delivery / security,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,assessment_area,1,False
area,Software development,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,area_label,3,False
area,ai_readiness,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.csv,assessment_area,3,False
area,ai_readiness,uiowa_rfq_18649_synthetic_collection,uiowa_rfq_18649_synthetic_collection/coverage_matrix.csv,assessment_area,3,False
area,ai_readiness,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,assessment_area,9,False
area,ai_readiness|deployment_operations,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,assessment_area,4,True
area,ai_readiness|security,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,assessment_area,4,True
area,ai_readiness|security|deployment_operations,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,assessment_area,1,True
area,ai_readiness|software_development,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,assessment_area,3,True
area,deployment,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/draft/evidence-index-v0.9.csv,area,2,False
area,deployment,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.csv,assessment_area,2,False
area,deployment_operations,uiowa_rfq_18649_synthetic_collection,uiowa_rfq_18649_synthetic_collection/coverage_matrix.csv,assessment_area,3,False
area,operational_reliability,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/measure_register.csv,assessment_area,2,False
area,operational_reliability,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/recommendations.csv,assessment_area,1,False
area,security,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/measure_register.csv,assessment_area,2,False
area,security,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/recommendations.csv,assessment_area,1,False
area,security,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.csv,assessment_area,2,False
area,security,uiowa_rfq_18649_synthetic_collection,uiowa_rfq_18649_synthetic_collection/coverage_matrix.csv,assessment_area,3,False
area,security|deployment_operations,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,assessment_area,23,True
area,security|software_development,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,assessment_area,2,True
area,software,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.csv,assessment_area,3,False
area,software_delivery,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/draft/evidence-index-v0.9.csv,area,1,False
area,software_delivery,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/measure_register.csv,assessment_area,2,False
area,software_delivery,uiowa_rfq_18649_outcome_measurement,uiowa_rfq_18649_outcome_measurement/recommendations.csv,assessment_area,1,False
area,software_development,uiowa_rfq_18649_synthetic_collection,uiowa_rfq_18649_synthetic_collection/coverage_matrix.csv,assessment_area,3,False
area,software_development|security,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,assessment_area,10,True
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/recommendations.csv,group,1,False
group,CROSS,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_recommendation_register.csv,group,1,False
group,ESS,uiowa_rfq_18649_ai_opportunity_portfolio,uiowa_rfq_18649_ai_opportunity_portfolio/sample_output/portfolio_ranking.csv,group,2,False
group,ESS,uiowa_rfq_18649_ai_use_inventory,uiowa_rfq_18649_ai_use_inventory/sample_output/ai_use_gaps.csv,group,10,False
group,ESS,uiowa_rfq_18649_ai_use_inventory,uiowa_rfq_18649_ai_use_inventory/sample_output/ai_use_inventory.csv,group,4,False
group,ESS,uiowa_rfq_18649_build_board,uiowa_rfq_18649_build_board/45-testing-portfolio-example.csv,service,3,False
group,ESS,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/sample_output/transition_items.csv,service,5,False
group,ESS,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/examples/synthetic_inventory.csv,group,1,False
group,ESS,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/resourcing_table.csv,group,4,False
group,ESS,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/evidence_register.csv,group,6,False
group,ESS,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/source_register.csv,group,4,False
group,ESS,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/draft/evidence-index-v0.9.csv,group,1,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/matrix.csv,group,5,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/recommendations.csv,group,2,False
