record_id,sample_id,coa_id,jurisdiction,status,reason_code,source_sha256,normalized_sha256,result_sha256,autonomous_release
SC-011,SC-SAMPLE-011,SC-COA-011,CA,RELEASEABLE,,9c828af9a7271a68d11c40824549c475f681225898c0c10469eb58cc9d133821,9c828af9a7271a68d11c40824549c475f681225898c0c10469eb58cc9d133821,b7b226f32298666b5045ed08fad5633bd3f0ed631943eeaac23aac59d4865d74,False
SC-012,SC-SAMPLE-012,SC-COA-012,CO,RELEASEABLE,,43fe7b602234ca4098afb3779188dbfe8ee8c930a55553691db52c453d99dbb3,43fe7b602234ca4098afb3779188dbfe8ee8c930a55553691db52c453d99dbb3,219d40cf01a9e0cf700b051fdef73ea5479be9077b95a88beb14119cc48e5f88,False
SC-013,SC-SAMPLE-013,SC-COA-013,MI,RELEASEABLE,,93041b229f82520b9ee1e3546c389e2e5c186f835ef0e51a6b9b8b588e9d94c9,93041b229f82520b9ee1e3546c389e2e5c186f835ef0e51a6b9b8b588e9d94c9,9fbef3b0547cd3da8febd4454e312dd41580853fa24ae8b22b654e0e08d55012,False
SC-014,SC-SAMPLE-014,SC-COA-014,MD,RELEASEABLE,,2f9350dc1c2e88392985f2d8492c0027a28317f63c283dbf56a1742fd19bb2f3,2f9350dc1c2e88392985f2d8492c0027a28317f63c283dbf56a1742fd19bb2f3,b4de8b9f9111e0c329207de72bb4e60a11977045a1eb011d9289d048d28911b4,False
SC-015,SC-SAMPLE-015,SC-COA-015,OR,RELEASEABLE,,e16814278a2fa13ffeab491723e47fc250a02655cde0b400ee873a1467a97f4a,e16814278a2fa13ffeab491723e47fc250a02655cde0b400ee873a1467a97f4a,5f5759c13122c81d3e6abc445bf982533e4624f25088101250d36f2283166005,False
SC-016,SC-SAMPLE-016,SC-COA-016,CA,RELEASEABLE,,595d87ceae897ada1762df80484bd284246875f8289879a1a6c28e166900dd8e,595d87ceae897ada1762df80484bd284246875f8289879a1a6c28e166900dd8e,096e9a26b30382bbe2f75e0608b412cd01727eb612725602e55c95423e9fbf4b,False
SC-017,SC-SAMPLE-017,SC-COA-017,CO,RELEASEABLE,,17c6101afb8050b19d1147d829a496a0342c416c9547c7ace16e14f366f1cd65,17c6101afb8050b19d1147d829a496a0342c416c9547c7ace16e14f366f1cd65,aa3b59c0af0ac08dba645078629f197538d3d619256a2c06c7fd39f9a8a709e8,False
SC-018,SC-SAMPLE-018,SC-COA-018,MI,RELEASEABLE,,0bdf5e9cacb878b733dd57c9888900c1932773134f037edf2f7978a26bf4b7c6,0bdf5e9cacb878b733dd57c9888900c1932773134f037edf2f7978a26bf4b7c6,201a2c086f965b186873e99f9ff48888fd83c99369de86a3130c1915e6be2078,False
SC-019,SC-SAMPLE-019,SC-COA-019,MD,RELEASEABLE,,f226a6300c45301c5528d46435143c74f8042ca21e41f632b385287e01edb973,f226a6300c45301c5528d46435143c74f8042ca21e41f632b385287e01edb973,185bc53402050c92760a3d2bfa6441b97374615276edb4b111c055ec718bd226,False
SC-020,SC-SAMPLE-020,SC-COA-020,OR,RELEASEABLE,,b9982efa2b4be5a86b6c5857a27c7579d856fec88f4fad8fa47ea3762ffe9af1,b9982efa2b4be5a86b6c5857a27c7579d856fec88f4fad8fa47ea3762ffe9af1,1289edaf921de1d9d01247a25cb896232d3563f2649c14e2f6430eeebd0b6339,False
SC-021,SC-SAMPLE-021,SC-COA-021,CA,RELEASEABLE,,2e94df403001838c91305f2af3c780356b9823f5e80d30ae9ba32ee20fbc6ab6,2e94df403001838c91305f2af3c780356b9823f5e80d30ae9ba32ee20fbc6ab6,89853d30cdbb0781df615eccfdd907b38f626c069923473e4dd24a0add9b87e2,False
SC-022,SC-SAMPLE-022,SC-COA-022,CO,RELEASEABLE,,ced7acbb932f0e105697814479d41ccc1af4c42d1f4b0e59dc955718426b1182,ced7acbb932f0e105697814479d41ccc1af4c42d1f4b0e59dc955718426b1182,e8eb82561fda1f7e86d6afd5cd48f5c0f4520be7cf02241dc4e4365d57aa307f,False
SC-023,SC-SAMPLE-023,SC-COA-023,MI,RELEASEABLE,,b48d752621464c447990c09a23bca8d6d49a3eeeabffb74f25de3bf9b1d89599,b48d752621464c447990c09a23bca8d6d49a3eeeabffb74f25de3bf9b1d89599,122e4c4f13c3913b3ae67d33416329b6448279230c0e78c6de991adc01de868d,False
SC-024,SC-SAMPLE-024,SC-COA-024,MD,RELEASEABLE,,5d4bac1a944350da051fb2e8dd612e6b232b00f76a08ffe829ce37133d13b7c3,5d4bac1a944350da051fb2e8dd612e6b232b00f76a08ffe829ce37133d13b7c3,b95d5072bb30482700862102f482f9b649f60ade4da96d31cf157be69a4b17e0,False
SC-025,SC-SAMPLE-025,SC-COA-025,OR,RELEASEABLE,,b4394d4a52dbacf8b94c659a3cabfeeb8e069450d8e9779f31c5f0e2835c3873,b4394d4a52dbacf8b94c659a3cabfeeb8e069450d8e9779f31c5f0e2835c3873,36f832a4cf65aa379199dd703a17ffabdf2e9c015c08e1e09769745f4f2db04c,False
SC-026,SC-SAMPLE-026,SC-COA-026,CA,RELEASEABLE,,7544de1f451c60ddcdc0f738a3e61cc6bda9b8b64abbeb90af1058df0128999f,7544de1f451c60ddcdc0f738a3e61cc6bda9b8b64abbeb90af1058df0128999f,4cc4921343a65bbd41c04e5613e822e43a07f8f8face35e9548eee6b01a3598c,False
SC-027,SC-SAMPLE-027,SC-COA-027,CO,RELEASEABLE,,d2de380126a55a1cd4a2739173893232d00a018553d4c4a6f510501996b52172,d2de380126a55a1cd4a2739173893232d00a018553d4c4a6f510501996b52172,d35c8ebaa8dfdb2cf84e3f6ea20ff8aa3092a84d9b2df84cace8604f7aaf0e6f,False
SC-028,SC-SAMPLE-028,SC-COA-028,MI,RELEASEABLE,,77f91f29a0d9bc2e3acd4fced54bd6e2dcae556dce6780e8143dea3ad09e9cd8,77f91f29a0d9bc2e3acd4fced54bd6e2dcae556dce6780e8143dea3ad09e9cd8,c00e1565cec11dd3813dc78ee0d867d8bac55bd36dcae43540ec0b5ba1383021,False
SC-029,SC-SAMPLE-029,SC-COA-029,MD,RELEASEABLE,,6e97ae51388f2b8e494b25edb6e83249cb6f61426be5414914813e8c105b53ad,6e97ae51388f2b8e494b25edb6e83249cb6f61426be5414914813e8c105b53ad,1917a7df013122ead52aba609a961392f2228538c0dbd84e987c31eaf5042e00,False
SC-030,SC-SAMPLE-030,SC-COA-030,OR,RELEASEABLE,,8f3155ddff747d1b312d1f5d1bdf1c04d33817a651d926489f6b057342d71ac8,8f3155ddff747d1b312d1f5d1bdf1c04d33817a651d926489f6b057342d71ac8,5ae8b9480310c17e905e7127a05efaebab8465b5c938605ff735bccc3cb77fec,False
SC-031,SC-SAMPLE-031,SC-COA-031,CA,RELEASEABLE,,ce771ca88bbe195b24b139739879fa917a17e629b50326aa4b47d4e3604e74b1,ce771ca88bbe195b24b139739879fa917a17e629b50326aa4b47d4e3604e74b1,bf8d5f5f820d920376984b7a388c804ab2fab16d310215b8cf4badb9f74221cc,False
SC-032,SC-SAMPLE-032,SC-COA-032,CO,RELEASEABLE,,c50b660daa83ebb5040f1c6c72ca204f81acf4f888136af61302612ccec90eea,c50b660daa83ebb5040f1c6c72ca204f81acf4f888136af61302612ccec90eea,5b6a82a95696089b132ecd9e83c0e47adc4e4b83244b06154d3f516732772966,False
SC-033,SC-SAMPLE-033,SC-COA-033,MI,RELEASEABLE,,84aea78e99353f2249015a2622e455fc7f7381d7cfa0d3c44d92e06b6a313a65,84aea78e99353f2249015a2622e455fc7f7381d7cfa0d3c44d92e06b6a313a65,d5ddb6ee195a9e9bcc066add27b011d67381c152f5b5bec6f13a7efafaef7287,False
SC-034,SC-SAMPLE-034,SC-COA-034,MD,RELEASEABLE,,64eeec8dadf9c4eb7c42491d2c5baa2813ac64316d49c5d8344a8bb307842e5e,64eeec8dadf9c4eb7c42491d2c5baa2813ac64316d49c5d8344a8bb307842e5e,e6e3338a54fbf618b19f76cd28f2fd168495e5507aa623b883d11dafd0a632e2,False
SC-035,SC-SAMPLE-035,SC-COA-035,OR,RELEASEABLE,,b5bb30fc037f1ec2c1e479161339cb5945cb2c4ed71215d67f316e2b7de16fdb,b5bb30fc037f1ec2c1e479161339cb5945cb2c4ed71215d67f316e2b7de16fdb,29da7ac30e08805a0eed661e2950e396320008a51900d8a1458857ac14d6783d,False
SC-036,SC-SAMPLE-036,SC-COA-036,CA,RELEASEABLE,,7503612341e49ff6919a22ef48a0b86b211cefbaeb47435316226c8dc964689c,7503612341e49ff6919a22ef48a0b86b211cefbaeb47435316226c8dc964689c,2a4e95539c2d3618ae799ae450cb5271f1d5245c25640d8159af769f7bab2cf9,False
SC-037,SC-SAMPLE-037,SC-COA-037,CO,RELEASEABLE,,d39c8ed5454c165bbc87a068dc48122b813804cca6d8aa86fb88c92566887e2f,d39c8ed5454c165bbc87a068dc48122b813804cca6d8aa86fb88c92566887e2f,32ba2a71c1cc4a48cc5d8d7511c44e8d382fbad2b7ba790a7515e0bab3bdc06a,False
SC-038,SC-SAMPLE-038,SC-COA-038,MI,RELEASEABLE,,b279885a113d885fe520533d9ee33af7419681bf8da20f134f73d3cdc3632f42,b279885a113d885fe520533d9ee33af7419681bf8da20f134f73d3cdc3632f42,69618ed15c1156b557da27932c4d793224c9ec416f740c82f82884ec0fa83e76,False
SC-039,SC-SAMPLE-039,SC-COA-039,MD,RELEASEABLE,,6ba953f48efced62af5fd6bb6e8688979c4f4515c1c0412054802ba15f423994,6ba953f48efced62af5fd6bb6e8688979c4f4515c1c0412054802ba15f423994,6ffc93bde23497541c4ef3c9899a3007eb16fa5dd3a121932cfcfdc0b8466d80,False
SC-040,SC-SAMPLE-040,SC-COA-040,OR,RELEASEABLE,,82ed65f8f5a0aec1ad271d1847f44c72e40eda68a187f623610e0eaeabface2d,82ed65f8f5a0aec1ad271d1847f44c72e40eda68a187f623610e0eaeabface2d,226e5397e7b557bce0406354d6ae4d67e76ad72bbadae5eb638367f3f5de22ec,False
SC-041,SC-SAMPLE-041,SC-COA-041,CA,RELEASEABLE,,9acf0c3c169892863b391ea7fd37e5ec73a94fbe6becbd649988e87ecfe53897,9acf0c3c169892863b391ea7fd37e5ec73a94fbe6becbd649988e87ecfe53897,35fc343a373a2151f64317b7a32119fe14b0f22a26d1c1762611c20e083b6cab,False
SC-042,SC-SAMPLE-042,SC-COA-042,CO,RELEASEABLE,,ccb192dfef0551fdd3b94c724153de9bce5f5f0fc0db1b13675819e328925b15,ccb192dfef0551fdd3b94c724153de9bce5f5f0fc0db1b13675819e328925b15,3ba7e26e35bd7d285a469eabbe0a2114458f551ae8f8dbf12c7088b052814744,False
SC-043,SC-SAMPLE-043,SC-COA-043,MI,RELEASEABLE,,228ce487ae78ddfab484a5cc014286b5ae109e9b39b1912dfd93cdea9881309d,228ce487ae78ddfab484a5cc014286b5ae109e9b39b1912dfd93cdea9881309d,40ca2dccc692ddce5fb8a928d8f635a36da2c50d9f085fc3054e1ecffd5fe06e,False
SC-044,SC-SAMPLE-044,SC-COA-044,MD,RELEASEABLE,,bf47f9f75fa16479a26aebf1fc418d0112256f48710d99d6d0f6a79737871163,bf47f9f75fa16479a26aebf1fc418d0112256f48710d99d6d0f6a79737871163,61918a6c73477baf0d261d32f9229da53424fa3d2f5d6011beb4782b77eac451,False
SC-045,SC-SAMPLE-045,SC-COA-045,OR,RELEASEABLE,,df45e424a0a8f85f55881aacf389209d9c6a2ad25043a951a3383854d1a37bbe,df45e424a0a8f85f55881aacf389209d9c6a2ad25043a951a3383854d1a37bbe,1edd21b67b4abae206d4d95c99c2aff4503092dca67383a43a67af0af93df55b,False
SC-046,SC-SAMPLE-046,SC-COA-046,CA,RELEASEABLE,,a0ad75e47e262bfe4fe5f498d423e03559f79ceadec5789c303f606951cd96b4,a0ad75e47e262bfe4fe5f498d423e03559f79ceadec5789c303f606951cd96b4,8b6192a850273f40969d0c24fe2625146644e3098474f2d02c5c540aaabc08cf,False
SC-047,SC-SAMPLE-047,SC-COA-047,CO,RELEASEABLE,,97969979e4fa2308069b11a1e84e8f68e47a6e7f55ec83e0c1655e0010a32355,97969979e4fa2308069b11a1e84e8f68e47a6e7f55ec83e0c1655e0010a32355,1f3e8bc53f1426a16c53164a401ad900206246e61af66892ba9cfa80e907317b,False
SC-048,SC-SAMPLE-048,SC-COA-048,MI,RELEASEABLE,,57ffdf90383ebd80de79f588608b20fe8c2e186c5e9919b54069fe48d8e27d91,57ffdf90383ebd80de79f588608b20fe8c2e186c5e9919b54069fe48d8e27d91,08b26257d66ba10b0ebed64e195f8e1af843c91fecd45f060304c58d67cb0cc6,False
SC-049,SC-SAMPLE-049,SC-COA-049,MD,RELEASEABLE,,57fdfd0ad640460da5b8735d3c7c6f8dccd4fdac8ec908aba818896cf1d1b824,57fdfd0ad640460da5b8735d3c7c6f8dccd4fdac8ec908aba818896cf1d1b824,c530fb6f971c379e029e9592061d0cbd7a1006c58324239a489a1a79ab954ae0,False
SC-050,SC-SAMPLE-050,SC-COA-050,OR,RELEASEABLE,,b0e1652ed84cc389c28d9f4d860df0320ac2ba82239dd3cb8bd860b1a4059231,b0e1652ed84cc389c28d9f4d860df0320ac2ba82239dd3cb8bd860b1a4059231,97038891333631ec389834a617a944d3ab8fdd756bc9cc6e5a78c1f7447f95e9,False
SC-051,SC-SAMPLE-051,SC-COA-051,CA,RELEASEABLE,,4d70227e5bcda69dfda28dd91c801beedad68cb55d14c47394c62edd6e0c6a1d,4d70227e5bcda69dfda28dd91c801beedad68cb55d14c47394c62edd6e0c6a1d,2efee2adf9b53e05b5e7e3b7f4d45945c76f31eb23723f7ddf56a8e9e5f57f55,False
SC-052,SC-SAMPLE-052,SC-COA-052,CO,RELEASEABLE,,5a1d8ce66868644a4c5165d5f526e212963ed1cccf7d8b197e957970f1f409e0,5a1d8ce66868644a4c5165d5f526e212963ed1cccf7d8b197e957970f1f409e0,f6273ec92db00731a0e693a895a55001cd97433662d5264ad9e477cbc7050815,False
SC-053,SC-SAMPLE-053,SC-COA-053,MI,RELEASEABLE,,0ed220c4e182279bbf41ab030b68d5b2963f71426d4f7aab35ec7fd0bf4f43a0,0ed220c4e182279bbf41ab030b68d5b2963f71426d4f7aab35ec7fd0bf4f43a0,8454bc48c7cfe03633d59a54247d73fd3101b023d45a37a8b54665154d2cc8a0,False
SC-054,SC-SAMPLE-054,SC-COA-054,MD,RELEASEABLE,,b9238566e8a57294a7d6425f7ebd3dfb9360fb37910e198fce1fb00fd76820f2,b9238566e8a57294a7d6425f7ebd3dfb9360fb37910e198fce1fb00fd76820f2,ab631b2edcbc2e1cfed2d9d7898b3bc5630c90097700d0e4e29bbe3ac2d91703,False
SC-055,SC-SAMPLE-055,SC-COA-055,OR,RELEASEABLE,,35fea0fe96a3a7bdc408df358dd9dcf7441e17e1df3f547a45171d3f2c95f33a,35fea0fe96a3a7bdc408df358dd9dcf7441e17e1df3f547a45171d3f2c95f33a,56af9ee1d27b2d5a96b2cb37b26bc0d9a10ce0eca9233f98dac4bcb3ab0253b7,False
SC-056,SC-SAMPLE-056,SC-COA-056,CA,RELEASEABLE,,4fa8cf2a38fb606a9eb50e204fe6343f9f605282473fa0ec4ec16f499c73fdcc,4fa8cf2a38fb606a9eb50e204fe6343f9f605282473fa0ec4ec16f499c73fdcc,642979179dd0f5ab28f02482c0e2c5fbe9d4b48da093efac1f41c7aac89d78c5,False
SC-057,SC-SAMPLE-057,SC-COA-057,CO,RELEASEABLE,,f44d8a6cb5ee14858e5ba774e09911e6befb6af25cac8a1fd623a09054ac6021,f44d8a6cb5ee14858e5ba774e09911e6befb6af25cac8a1fd623a09054ac6021,f050e3f8ea6e20178c706360a05ec897ac30c13fd455d89fa2d03fd39ba45bd4,False
SC-058,SC-SAMPLE-058,SC-COA-058,MI,RELEASEABLE,,5a2fc02412bf883622a823e5571e461688b6128b46bf27e3a3902f8351df9202,5a2fc02412bf883622a823e5571e461688b6128b46bf27e3a3902f8351df9202,ea2ba3ec74f4a51ae8dbb0ac97636f43026421b8e30910874a8dcebf2d94480c,False
SC-059,SC-SAMPLE-059,SC-COA-059,MD,RELEASEABLE,,0860de695dc56b24de57f11321740302523ac9b831bff4d1819ab53992e1700a,0860de695dc56b24de57f11321740302523ac9b831bff4d1819ab53992e1700a,dbf01ace2f0277961039b990e3086191c9228b39344271a94034ebdfafbe7eb5,False
SC-060,SC-SAMPLE-060,SC-COA-060,OR,RELEASEABLE,,84dcec9f832c84c78d5eb7647fdcb682ee03d7caa0a487908dda7ed174d451c9,84dcec9f832c84c78d5eb7647fdcb682ee03d7caa0a487908dda7ed174d451c9,fd037d2ba0596e16209562e61490e9e756db10c3dea14926334ebe82ddd374e4,False
SC-061,SC-SAMPLE-061,SC-COA-061,CA,RELEASEABLE,,ab257eeef088e0ab685e5e170b55ec9e482c5abf3e2cc23a01bb231cb1fc683b,ab257eeef088e0ab685e5e170b55ec9e482c5abf3e2cc23a01bb231cb1fc683b,db8c9e2d28506f315f37817169b80c00d2c38f18824d372e86721cc7ce8e6d87,False
SC-062,SC-SAMPLE-062,SC-COA-062,CO,RELEASEABLE,,cdc2f7c2e09cdbcbbf7f705c523682622300ea299cd390f55e4ee542b90f564b,cdc2f7c2e09cdbcbbf7f705c523682622300ea299cd390f55e4ee542b90f564b,f7c97f4bce9913739c9de30214b1af2e0a744fa34bf0e46b36b0da7ecb11b741,False
SC-063,SC-SAMPLE-063,SC-COA-063,MI,RELEASEABLE,,4bdec37bd4993b63daf354561313452cec2ed09279dfdd46a0a90d7f1d3eafe7,4bdec37bd4993b63daf354561313452cec2ed09279dfdd46a0a90d7f1d3eafe7,eda263207e90018ef7a5ef8e5c614b4a12cd8f1252ceebfd3fef1834ba537712,False
SC-064,SC-SAMPLE-064,SC-COA-064,MD,RELEASEABLE,,4f115da6fdfa25f5b00af4c34e641092168c9817dc529a6191dabcd5e5920fc9,4f115da6fdfa25f5b00af4c34e641092168c9817dc529a6191dabcd5e5920fc9,10ba12ac6b2490d2f4e29d8c448b6b6d0305a2771632d2861fc208915b63e567,False
SC-065,SC-SAMPLE-065,SC-COA-065,OR,RELEASEABLE,,3cd223712a052cb4fdc104b4d5602f164672f92ff20b77114e0f59134c9c82ec,3cd223712a052cb4fdc104b4d5602f164672f92ff20b77114e0f59134c9c82ec,a181660dab7fafa4c82c43f2ad37f5ccf4d53cde6505ec41942b3755e8afb16b,False
SC-066,SC-SAMPLE-066,SC-COA-066,CA,RELEASEABLE,,e6775ed7b5516e7fda102c5b2f441413f13ac3dfb45319fdf5c60f8675510e39,e6775ed7b5516e7fda102c5b2f441413f13ac3dfb45319fdf5c60f8675510e39,dd767c5aa36a0031eb2ed28bf440092670a274b1b43efc42baf81ec3df8c58ab,False
SC-067,SC-SAMPLE-067,SC-COA-067,CO,RELEASEABLE,,12789268f0cf338a873595bc9269cfd3f916ee2cea951580e4b0347d6e02b6ab,12789268f0cf338a873595bc9269cfd3f916ee2cea951580e4b0347d6e02b6ab,5d8fc34b7287966619e88d053933239245987b594f4705af38242960aa17c5d5,False
SC-068,SC-SAMPLE-068,SC-COA-068,MI,RELEASEABLE,,a3d4957eb67c671ea3f347ad4649d39efe3b695e11629ba219a7982a28f18bfe,a3d4957eb67c671ea3f347ad4649d39efe3b695e11629ba219a7982a28f18bfe,597053a39bc8e948eed93c0cf5d6faa93c3b1fbb08512e49b0645867508fd1fe,False
SC-069,SC-SAMPLE-069,SC-COA-069,MD,RELEASEABLE,,7fca6350e1c6e657de84aed49e8d84df7df5ee717ee2b067af6a3bc25ef51629,7fca6350e1c6e657de84aed49e8d84df7df5ee717ee2b067af6a3bc25ef51629,5085b61590d58b3b7eb5d458122d9ed9d5587e24fc1425b0dcad128ebce9d87c,False
SC-070,SC-SAMPLE-070,SC-COA-070,OR,RELEASEABLE,,ba26463f25c458959b7e42265d014086c2df2be8e30e60b967a0e7959a4ebf16,ba26463f25c458959b7e42265d014086c2df2be8e30e60b967a0e7959a4ebf16,c30743b257cce2fb4f9441edf21d5fe699b81231e556c7a8c94e896fdd1436aa,False
SC-071,SC-SAMPLE-071,SC-COA-071,CA,RELEASEABLE,,423e62290f7b6117c8cec3408bd91949aa29797afc0887a8c97ffdccf627d1d6,423e62290f7b6117c8cec3408bd91949aa29797afc0887a8c97ffdccf627d1d6,5966356aa9b756287f4c403c326a5f82c80bf38880df0b4f86331914954dcb6d,False
SC-072,SC-SAMPLE-072,SC-COA-072,CO,RELEASEABLE,,cdac06a972dd4c18770fac8a0475397b42d3f7d0362998fb4aae5ab55d5f3bc0,cdac06a972dd4c18770fac8a0475397b42d3f7d0362998fb4aae5ab55d5f3bc0,2714298de3de3faee8ecf82bdae4ddd694af17c45dae80afc88a5b2b1930c7e9,False
SC-073,SC-SAMPLE-073,SC-COA-073,MI,RELEASEABLE,,fcfb319dd2790c8a68e3b54c8913feb763612bcf12a042ee3b060e3692047ed3,fcfb319dd2790c8a68e3b54c8913feb763612bcf12a042ee3b060e3692047ed3,f86ea3f25da364f1b844cb9ec4b45f138daac0bb1ae7ac0f4bfea967b01353d9,False
SC-074,SC-SAMPLE-074,SC-COA-074,MD,RELEASEABLE,,c879391de230b16a8ef70d47050ed7d2f094ad3e494c10e83768b08acfaffa47,c879391de230b16a8ef70d47050ed7d2f094ad3e494c10e83768b08acfaffa47,7528ff9eff673fa1e3ac978a9613c2131bef98ce5eb4234dd59408ba70c0d956,False
SC-075,SC-SAMPLE-075,SC-COA-075,OR,RELEASEABLE,,89818d4821e4cb236119bafc904e38e8338e59cc93c85759426077c50444ca2f,89818d4821e4cb236119bafc904e38e8338e59cc93c85759426077c50444ca2f,34ff2a095af5226994f58ad2ad443be929b5fe3247977f07fb561b332e955517,False
SC-076,SC-SAMPLE-076,SC-COA-076,CA,RELEASEABLE,,b5c92f8f11eddc94ead76ab874b8c936a2ce23df720cc66d6125c3b609c6a336,b5c92f8f11eddc94ead76ab874b8c936a2ce23df720cc66d6125c3b609c6a336,4ec2fe6d7298833c827eb558d059fdd92c879601c116bb7894fea717c8a9ce0a,False
SC-077,SC-SAMPLE-077,SC-COA-077,CO,RELEASEABLE,,91756ae385e2651b015cf3fc2775fb350444acd4e2c1a21decd24ffb3e85b1ed,91756ae385e2651b015cf3fc2775fb350444acd4e2c1a21decd24ffb3e85b1ed,373212653ee497a6147f4da4b51470302e3775bb25d070147e8833acc0cf7e74,False
SC-078,SC-SAMPLE-078,SC-COA-078,MI,RELEASEABLE,,8cb8bb1d7c30f8dc1870187d7b3dd57f9a5f4fbfb19d628c07dbc83bbe991142,8cb8bb1d7c30f8dc1870187d7b3dd57f9a5f4fbfb19d628c07dbc83bbe991142,b634d823a15ca7f613d53a9846e01214155af3f8d5f34448172b91154828401f,False
SC-079,SC-SAMPLE-079,SC-COA-079,MD,RELEASEABLE,,f46e0e72b398c06cc652523596a0ccd224383b6bd612dfc35b81715844b0a187,f46e0e72b398c06cc652523596a0ccd224383b6bd612dfc35b81715844b0a187,cd0858c2728a8071c0410ec7c5e9d93f6adaa838c6a0362ce39d801945e1c444,False
SC-080,SC-SAMPLE-080,SC-COA-080,OR,RELEASEABLE,,8a09b0b875a6c3b8902468d5517837449eaf2981dbc2862155b5f35e2748c05d,8a09b0b875a6c3b8902468d5517837449eaf2981dbc2862155b5f35e2748c05d,462e68878c0d56481b9b4edf8ee7f01d20093deb33626cd840f330b363bcafba,False
SC-081,SC-SAMPLE-081,SC-COA-081,CA,RELEASEABLE,,ce25e9d6e884e3d51453394fb2944a2057fe240d4306cd41db395ee51bd20a93,ce25e9d6e884e3d51453394fb2944a2057fe240d4306cd41db395ee51bd20a93,c1e93419bf8c3daf3c2a419ba996b14773536c0c915159b1d224d71df3f1f2e5,False
SC-082,SC-SAMPLE-082,SC-COA-082,CO,RELEASEABLE,,2757840d7ed0f2e2a296d36b997132cb42e8341e336def114c568062548dd723,2757840d7ed0f2e2a296d36b997132cb42e8341e336def114c568062548dd723,16a94ff35620cd38a8ef7b0d23196a4ea3199443548d1b14b75d7ca7a10a3042,False
