action_step,seat,kind,operation,item,quote,cash_delta
0,0,trade,BUY_PRODUCT,WHEAT,32,-32.0
0,1,trade,BUY_PRODUCT,WHEAT,32,-32.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,1,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,1,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,33,-33.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,34,-34.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,35,-35.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,-36.0
0,0,trade,BUY_PRODUCT,WHEAT,36,0.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,36,36.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,35,35.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,34,34.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,33,33.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,32,32.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,trade,SELL,WHEAT,31,31.0
0,0,hire,,,,-1.0
0,0,hire,,,,-1.0
0,0,hire,,,,-2.0
0,0,hire,,,,-3.0
0,0,trade,BUY_ANIMAL,COW,400,-400.0
0,0,trade,BUY_ANIMAL,COW,400,-400.0
0,0,trade,BUY_ANIMAL,SHEEP,500,-500.0
0,0,trade,BUY_ANIMAL,SHEEP,500,-500.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,WHEAT,10,-10.0
0,0,trade,BUY_SEED,MELON,80,-80.0
0,0,trade,BUY_SEED,MELON,80,-80.0
0,0,trade,BUY_SEED,MELON,80,-80.0
0,0,trade,BUY_SEED,MELON,80,-80.0
0,0,trade,BUY_SEED,MELON,80,-80.0
1,0,trade,BUY_ANIMAL,COW,400,-400.0
1,1,trade,SELL,WHEAT,31,31.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,30,30.0
1,1,trade,SELL,WHEAT,29,29.0
1,1,trade,SELL,WHEAT,29,29.0
1,1,trade,SELL,WHEAT,29,29.0
1,1,trade,SELL,WHEAT,29,29.0
1,1,trade,SELL,WHEAT,29,29.0
1,1,trade,SELL,WHEAT,29,29.0
1,1,trade,SELL,WHEAT,29,29.0
1,1,trade,SELL,WHEAT,29,29.0
1,1,trade,SELL,WHEAT,28,28.0
1,1,trade,SELL,WHEAT,28,28.0
1,1,trade,SELL,WHEAT,28,28.0
1,1,trade,SELL,WHEAT,28,28.0
1,1,trade,SELL,WHEAT,28,28.0
1,1,trade,SELL,WHEAT,28,28.0
1,1,hire,,,,-1.0
1,1,hire,,,,-1.0
1,1,hire,,,,-2.0
1,1,hire,,,,-3.0
1,1,hire,,,,-5.0
1,1,trade,BUY_ANIMAL,COW,400,-400.0
1,1,trade,BUY_ANIMAL,COW,400,-400.0
1,1,trade,BUY_ANIMAL,SHEEP,500,-500.0
1,1,trade,BUY_ANIMAL,SHEEP,500,-500.0
3,0,trade,BUY_PRODUCT,WHEAT,28,-28.0
6,0,trade,BUY_PRODUCT,WHEAT,28,-28.0
6,1,trade,BUY_SEED,MELON,80,-80.0
6,0,trade,BUY_PRODUCT,WHEAT,28,-28.0
6,1,trade,BUY_SEED,MELON,80,-80.0
7,0,trade,BUY_PRODUCT,WHEAT,28,-28.0
7,1,trade,BUY_SEED,MELON,80,-80.0
9,0,trade,BUY_PRODUCT,WHEAT,28,-28.0
9,1,trade,BUY_SEED,MELON,80,-80.0
9,0,trade,BUY_PRODUCT,WHEAT,28,-28.0
10,0,trade,BUY_PRODUCT,WHEAT,29,-29.0
10,1,trade,BUY_SEED,MELON,80,-80.0
10,1,trade,BUY_SEED,MELON,80,-80.0
11,0,trade,BUY_PRODUCT,WHEAT,29,-29.0
11,1,trade,BUY_SEED,MELON,80,-80.0
11,0,trade,BUY_PRODUCT,WHEAT,29,-29.0
12,0,trade,SELL,WHEAT,29,29.0
12,1,trade,BUY_SEED,WHEAT,10,-10.0
13,0,trade,BUY_PRODUCT,WHEAT,29,-29.0
13,1,trade,BUY_SEED,WHEAT,10,-10.0
14,1,trade,BUY_SEED,MELON,80,-80.0
14,1,trade,BUY_SEED,MELON,80,-80.0
14,1,trade,BUY_SEED,MELON,80,-80.0
15,1,trade,BUY_SEED,WHEAT,10,-10.0
16,1,trade,BUY_SEED,WHEAT,10,-10.0
17,0,trade,BUY_PRODUCT,WHEAT,29,-29.0
17,1,trade,BUY_SEED,MELON,80,-80.0
17,1,trade,BUY_SEED,MELON,80,-80.0
19,1,trade,BUY_SEED,WHEAT,10,-10.0
20,1,trade,BUY_SEED,WHEAT,10,0.0
24,0,hire,,,,-1.0
24,1,hire,,,,-1.0
24,1,hire,,,,-1.0
24,0,trade,BUY_SEED,WHEAT,10,-10.0
24,0,trade,BUY_SEED,WHEAT,10,-10.0
24,1,hire,,,,0.0
30,1,trade,SELL,FERTILIZER,100,100.0
30,1,trade,BUY_PRODUCT,WHEAT,29,-29.0
30,1,trade,BUY_PRODUCT,WHEAT,29,-29.0
30,1,trade,BUY_PRODUCT,WHEAT,29,-29.0
31,1,trade,BUY_PRODUCT,WHEAT,30,0.0
32,1,trade,SELL,FERTILIZER,100,100.0
32,1,trade,SELL,FERTILIZER,100,100.0
33,1,trade,BUY_PRODUCT,WHEAT,30,-30.0
35,1,trade,BUY_PRODUCT,WHEAT,30,-30.0
37,1,trade,BUY_PRODUCT,WHEAT,30,-30.0
39,1,trade,BUY_PRODUCT,WHEAT,30,-30.0
48,0,hire,,,,-1.0
48,1,trade,SELL,FERTILIZER,99,99.0
48,0,hire,,,,-1.0
48,1,hire,,,,-1.0
48,0,hire,,,,-2.0
48,1,hire,,,,-1.0
48,0,hire,,,,-3.0
48,1,hire,,,,-2.0
48,1,hire,,,,-3.0
49,0,trade,SELL,FERTILIZER,99,99.0
49,0,trade,SELL,FERTILIZER,99,99.0
49,0,trade,SELL,FERTILIZER,99,99.0
49,0,trade,SELL,FERTILIZER,99,99.0
49,0,trade,SELL,FERTILIZER,98,98.0
49,0,trade,BUY_PRODUCT,WHEAT,30,-30.0
49,0,trade,BUY_PRODUCT,WHEAT,30,-30.0
49,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
49,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
50,0,trade,BUY_PRODUCT,WHEAT,30,-30.0
50,1,trade,SELL,WHEAT,30,30.0
50,1,trade,SELL,WHEAT,30,30.0
53,0,trade,BUY_PRODUCT,WHEAT,30,-30.0
54,0,trade,BUY_PRODUCT,WHEAT,30,-30.0
56,0,trade,BUY_PRODUCT,WHEAT,30,-30.0
58,0,trade,BUY_PRODUCT,WHEAT,30,-30.0
59,0,trade,BUY_SEED,WHEAT,10,-10.0
60,1,trade,BUY_SEED,WHEAT,10,-10.0
61,0,trade,BUY_SEED,WHEAT,10,-10.0
62,0,trade,BUY_SEED,WHEAT,10,-10.0
62,1,trade,BUY_SEED,WHEAT,10,-10.0
63,0,trade,BUY_SEED,WHEAT,10,-10.0
65,0,trade,BUY_SEED,WHEAT,10,-10.0
65,1,trade,SELL,FERTILIZER,98,98.0
65,1,trade,SELL,FERTILIZER,98,98.0
65,1,trade,SELL,FERTILIZER,98,98.0
65,1,trade,SELL,FERTILIZER,98,98.0
65,1,trade,BUY_ANIMAL,COW,400,-400.0
65,1,trade,BUY_SEED,WHEAT,10,-10.0
67,0,trade,BUY_SEED,WHEAT,10,-10.0
68,0,trade,BUY_SEED,WHEAT,10,-10.0
68,0,trade,BUY_SEED,WHEAT,10,-10.0
72,0,hire,,,,-1.0
72,1,hire,,,,-1.0
72,0,hire,,,,-1.0
72,1,hire,,,,-1.0
72,0,hire,,,,-2.0
72,1,hire,,,,-2.0
72,0,hire,,,,-3.0
72,1,hire,,,,-3.0
72,1,hire,,,,-5.0
73,0,trade,SELL,FERTILIZER,97,97.0
73,0,trade,SELL,FERTILIZER,97,97.0
73,0,trade,SELL,FERTILIZER,97,97.0
73,0,trade,SELL,FERTILIZER,97,97.0
73,0,trade,SELL,FERTILIZER,97,97.0
73,0,trade,SELL,WHEAT,31,31.0
73,0,trade,SELL,WHEAT,31,31.0
73,0,trade,SELL,WHEAT,30,30.0
73,0,trade,SELL,WHEAT,30,30.0
73,0,trade,SELL,WHEAT,30,30.0
73,0,trade,SELL,WHEAT,30,30.0
73,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
73,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
73,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
73,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
74,1,trade,SELL,WHEAT,30,30.0
79,1,trade,BUY_SEED,WHEAT,10,-10.0
80,1,trade,SELL,WHEAT,30,30.0
80,1,trade,SELL,WHEAT,30,30.0
80,1,trade,SELL,WHEAT,30,0.0
81,1,trade,BUY_SEED,WHEAT,10,-10.0
81,1,trade,BUY_SEED,WHEAT,10,-10.0
84,1,trade,BUY_SEED,WHEAT,10,-10.0
88,1,trade,SELL,FERTILIZER,96,96.0
88,1,trade,SELL,FERTILIZER,96,96.0
88,1,trade,SELL,FERTILIZER,96,96.0
88,1,trade,BUY_ANIMAL,COW,400,-400.0
90,1,trade,SELL,FERTILIZER,96,96.0
93,1,trade,SELL,WHEAT,30,30.0
96,0,hire,,,,-1.0
96,1,hire,,,,-1.0
96,0,hire,,,,-1.0
96,1,hire,,,,-1.0
96,0,hire,,,,-2.0
96,1,hire,,,,-2.0
96,0,hire,,,,-3.0
96,1,hire,,,,-3.0
97,0,trade,SELL,FERTILIZER,96,96.0
97,0,trade,SELL,FERTILIZER,95,95.0
97,0,trade,SELL,FERTILIZER,95,95.0
97,0,trade,SELL,FERTILIZER,95,95.0
97,0,trade,SELL,FERTILIZER,95,95.0
98,1,trade,SELL,FERTILIZER,95,95.0
100,1,trade,SELL,WHEAT,30,0.0
103,0,trade,BUY_SEED,WHEAT,10,-10.0
105,0,trade,SELL,WHEAT,31,31.0
105,1,trade,BUY_SEED,WHEAT,10,-10.0
105,0,trade,BUY_SEED,WHEAT,10,-10.0
106,0,trade,BUY_SEED,WHEAT,10,-10.0
106,1,trade,BUY_SEED,WHEAT,10,-10.0
106,0,trade,BUY_SEED,WHEAT,10,-10.0
108,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
109,0,trade,SELL,WHEAT,31,31.0
109,0,trade,SELL,WHEAT,31,31.0
109,0,trade,BUY_SEED,WHEAT,10,-10.0
109,0,trade,BUY_SEED,WHEAT,10,-10.0
110,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
110,1,trade,BUY_SEED,WHEAT,10,-10.0
111,0,trade,BUY_SEED,WHEAT,10,-10.0
111,1,trade,SELL,FERTILIZER,94,94.0
112,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
113,0,trade,BUY_SEED,WHEAT,10,-10.0
114,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
116,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
118,1,trade,SELL,FERTILIZER,94,94.0
118,1,trade,SELL,FERTILIZER,94,94.0
118,1,trade,SELL,FERTILIZER,94,94.0
118,1,trade,SELL,FERTILIZER,94,94.0
118,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
119,1,trade,SELL,FERTILIZER,93,0.0
120,0,hire,,,,-1.0
120,1,hire,,,,-1.0
120,0,hire,,,,-1.0
120,1,hire,,,,-1.0
120,0,hire,,,,-2.0
120,1,hire,,,,-2.0
120,0,hire,,,,-3.0
121,1,hire,,,,-3.0
121,0,trade,SELL,FERTILIZER,93,93.0
121,0,trade,SELL,FERTILIZER,93,93.0
121,0,trade,SELL,FERTILIZER,93,93.0
121,0,trade,SELL,FERTILIZER,93,93.0
121,0,trade,SELL,FERTILIZER,93,93.0
121,1,hire,,,,-5.0
121,0,trade,SELL,WHEAT,31,31.0
121,0,trade,SELL,WHEAT,31,31.0
121,0,trade,SELL,WHEAT,31,31.0
121,0,trade,SELL,WHEAT,31,31.0
121,0,trade,SELL,WHEAT,31,31.0
121,0,trade,SELL,WHEAT,31,31.0
121,0,land,,,,-1000.0
121,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
121,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
121,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
121,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
122,0,trade,SELL,WHEAT,31,31.0
122,1,trade,SELL,WHEAT,31,31.0
122,0,trade,SELL,WHEAT,31,31.0
122,1,trade,SELL,WHEAT,31,31.0
122,0,trade,SELL,WHEAT,30,30.0
122,0,trade,SELL,WHEAT,30,30.0
122,0,trade,SELL,WHEAT,30,30.0
122,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
130,1,trade,BUY_SEED,STRAWBERRY,100,-100.0
130,1,trade,BUY_SEED,STRAWBERRY,100,-100.0
131,1,trade,SELL,FERTILIZER,92,92.0
135,1,trade,BUY_SEED,STRAWBERRY,100,-100.0
136,1,trade,BUY_SEED,STRAWBERRY,100,-100.0
141,1,trade,SELL,FERTILIZER,92,92.0
141,1,trade,SELL,FERTILIZER,92,92.0
141,1,trade,SELL,FERTILIZER,92,92.0
141,1,trade,SELL,FERTILIZER,92,92.0
144,0,hire,,,,-1.0
144,1,hire,,,,-1.0
144,0,hire,,,,-1.0
144,1,hire,,,,-1.0
144,0,hire,,,,-2.0
144,1,hire,,,,-2.0
144,0,hire,,,,-3.0
144,1,hire,,,,-3.0
144,0,hire,,,,-5.0
144,1,hire,,,,-5.0
144,0,hire,,,,-8.0
144,1,hire,,,,-8.0
144,0,hire,,,,-13.0
144,1,hire,,,,-13.0
144,0,hire,,,,-21.0
145,0,trade,SELL,FERTILIZER,91,91.0
145,1,trade,SELL,FERTILIZER,91,0.0
145,0,trade,SELL,FERTILIZER,91,91.0
145,0,trade,SELL,FERTILIZER,91,91.0
145,0,trade,SELL,FERTILIZER,91,91.0
145,0,trade,SELL,FERTILIZER,91,91.0
145,1,hire,,,,-21.0
145,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
145,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
145,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
145,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
150,1,trade,SELL,WOOL,218,218.0
150,1,trade,SELL,WOOL,217,217.0
150,1,trade,SELL,WOOL,215,215.0
150,1,trade,SELL,WOOL,214,214.0
150,1,trade,SELL,WOOL,212,212.0
150,1,trade,SELL,WOOL,209,209.0
150,1,trade,SELL,WOOL,206,206.0
150,1,trade,SELL,WOOL,200,200.0
150,1,trade,SELL,WOOL,200,200.0
150,1,trade,SELL,WOOL,200,200.0
150,1,trade,SELL,FERTILIZER,90,90.0
150,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
150,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
150,1,land,,,,-1000.0
150,1,trade,BUY_ANIMAL,COW,400,-400.0
150,1,trade,BUY_ANIMAL,COW,400,-400.0
150,1,trade,BUY_PRODUCT,FERTILIZER,90,-90.0
151,0,trade,BUY_SEED,WHEAT,10,-10.0
151,1,trade,SELL,FERTILIZER,90,90.0
151,1,trade,BUY_PRODUCT,FERTILIZER,90,-90.0
152,0,trade,SELL,WOOL,199,199.0
152,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
152,0,trade,SELL,WOOL,199,199.0
152,1,trade,BUY_PRODUCT,WHEAT,31,-31.0
152,0,trade,SELL,WOOL,199,199.0
152,0,trade,SELL,WOOL,198,198.0
152,0,trade,SELL,WOOL,197,197.0
152,0,trade,SELL,WOOL,196,196.0
152,0,trade,BUY_ANIMAL,COW,400,-400.0
152,0,trade,BUY_ANIMAL,COW,400,-400.0
152,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
152,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
152,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
152,0,trade,BUY_SEED,STRAWBERRY,100,-100.0
154,0,trade,BUY_SEED,WHEAT,10,-10.0
154,1,trade,BUY_SEED,WHEAT,10,-10.0
155,0,trade,SELL,WOOL,195,195.0
155,1,trade,SELL,FERTILIZER,90,90.0
155,0,trade,SELL,WOOL,194,194.0
155,0,trade,SELL,WOOL,193,193.0
155,0,trade,SELL,WOOL,192,192.0
155,0,trade,SELL,WOOL,190,190.0
155,0,trade,SELL,WOOL,189,189.0
