tool,lane,classification,emits_contract_status,dead_nonzero_exits,unresolved_exits,raises_uncaught,finding_code,severity,detail
uiowa_rfq_18649_ai_decision_case/test_ai_decision_case.py,uiowa_rfq_18649_ai_decision_case,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_eval_kit/eval_kit.py,uiowa_rfq_18649_ai_eval_kit,GATE,False,0,1,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_eval_kit/test_eval_kit.py,uiowa_rfq_18649_ai_eval_kit,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_ai_eval_kit/test_eval_kit.py,uiowa_rfq_18649_ai_eval_kit,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_integration/build_kit.py,uiowa_rfq_18649_ai_integration,GATE,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_integration/demo_swap.py,uiowa_rfq_18649_ai_integration,REPORT_ONLY,False,0,0,False,FALSE_CLEAN,HIGH,"prints failure vocabulary (fail, violation) but always exits 0, so a runner records a clean result for a run that reported a problem"
uiowa_rfq_18649_ai_integration/demo_swap.py,uiowa_rfq_18649_ai_integration,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_integration/test_ai_integration.py,uiowa_rfq_18649_ai_integration,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_ai_integration/test_ai_integration.py,uiowa_rfq_18649_ai_integration,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_opportunity_portfolio/opportunity_portfolio.py,uiowa_rfq_18649_ai_opportunity_portfolio,GATE,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_opportunity_portfolio/test_opportunity_portfolio.py,uiowa_rfq_18649_ai_opportunity_portfolio,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_ai_opportunity_portfolio/test_opportunity_portfolio.py,uiowa_rfq_18649_ai_opportunity_portfolio,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_ai_opportunity_portfolio/test_opportunity_portfolio.py,uiowa_rfq_18649_ai_opportunity_portfolio,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,uiowa_rfq_18649_ai_policy_to_workflow,GATE,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_policy_to_workflow/test_policy_matrix.py,uiowa_rfq_18649_ai_policy_to_workflow,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_ai_policy_to_workflow/test_policy_matrix.py,uiowa_rfq_18649_ai_policy_to_workflow,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_ai_policy_to_workflow/test_policy_matrix.py,uiowa_rfq_18649_ai_policy_to_workflow,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_use_inventory/interview_guide.py,uiowa_rfq_18649_ai_use_inventory,GATE,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_use_inventory/inventory.py,uiowa_rfq_18649_ai_use_inventory,GATE,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_ai_use_inventory/test_inventory.py,uiowa_rfq_18649_ai_use_inventory,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_ai_use_inventory/test_inventory.py,uiowa_rfq_18649_ai_use_inventory,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_bid_pack/bid_pack.py,uiowa_rfq_18649_bid_pack,GATE,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_bid_pack/test_bid_pack.py,uiowa_rfq_18649_bid_pack,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_bid_pack/test_bid_pack.py,uiowa_rfq_18649_bid_pack,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_capability_appendix/capability_appendix.py,uiowa_rfq_18649_capability_appendix,GATE,False,0,3,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_capability_appendix/test_capability_appendix.py,uiowa_rfq_18649_capability_appendix,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_capability_appendix/test_capability_appendix.py,uiowa_rfq_18649_capability_appendix,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_capability_appendix/test_capability_appendix.py,uiowa_rfq_18649_capability_appendix,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_capacity_benchmark/benchmark.py,uiowa_rfq_18649_capacity_benchmark,INDETERMINATE,False,0,4,True,UNRESOLVED_EXIT,MEDIUM,4 exit value(s) could not be resolved statically; not assumed to be a gate and not assumed to be report-only
uiowa_rfq_18649_capacity_benchmark/benchmark.py,uiowa_rfq_18649_capacity_benchmark,INDETERMINATE,False,0,4,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_capacity_benchmark/generate_collection.py,uiowa_rfq_18649_capacity_benchmark,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_capacity_benchmark/generate_collection.py,uiowa_rfq_18649_capacity_benchmark,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_capacity_benchmark/generate_collection.py,uiowa_rfq_18649_capacity_benchmark,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_capacity_benchmark/test_capacity_benchmark.py,uiowa_rfq_18649_capacity_benchmark,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_capacity_benchmark/test_capacity_benchmark.py,uiowa_rfq_18649_capacity_benchmark,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_capacity_benchmark/workflow.py,uiowa_rfq_18649_capacity_benchmark,REPORT_ONLY,False,0,0,True,FALSE_CLEAN,HIGH,"prints failure vocabulary (error) but always exits 0, so a runner records a clean result for a run that reported a problem"
uiowa_rfq_18649_capacity_benchmark/workflow.py,uiowa_rfq_18649_capacity_benchmark,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_capacity_benchmark/workflow.py,uiowa_rfq_18649_capacity_benchmark,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_capacity_feasibility/capacity_roadmap.py,uiowa_rfq_18649_capacity_feasibility,GATE,False,0,1,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_capacity_feasibility/test_capacity_roadmap.py,uiowa_rfq_18649_capacity_feasibility,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_capacity_feasibility/test_capacity_roadmap.py,uiowa_rfq_18649_capacity_feasibility,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_capacity_feasibility/test_capacity_roadmap.py,uiowa_rfq_18649_capacity_feasibility,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_closeout/closeout.py,uiowa_rfq_18649_closeout,INDETERMINATE,False,0,1,True,UNRESOLVED_EXIT,MEDIUM,1 exit value(s) could not be resolved statically; not assumed to be a gate and not assumed to be report-only
uiowa_rfq_18649_closeout/closeout.py,uiowa_rfq_18649_closeout,INDETERMINATE,False,0,1,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_closeout/test_closeout.py,uiowa_rfq_18649_closeout,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_closeout/test_closeout.py,uiowa_rfq_18649_closeout,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_contractor_transition/test_transition.py,uiowa_rfq_18649_contractor_transition,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_contractor_transition/test_transition.py,uiowa_rfq_18649_contractor_transition,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_contractor_transition/transition.py,uiowa_rfq_18649_contractor_transition,GATE,False,0,1,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_deadline_continuity/continuity.py,uiowa_rfq_18649_deadline_continuity,GATE,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_deadline_continuity/test_continuity.py,uiowa_rfq_18649_deadline_continuity,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_deadline_continuity/test_continuity.py,uiowa_rfq_18649_deadline_continuity,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_deadline_continuity/test_continuity.py,uiowa_rfq_18649_deadline_continuity,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_delivery_metrics/calculator.py,uiowa_rfq_18649_delivery_metrics,GATE,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_delivery_metrics/test_calculator.py,uiowa_rfq_18649_delivery_metrics,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_delivery_metrics/test_calculator.py,uiowa_rfq_18649_delivery_metrics,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_document_extraction/extract.py,uiowa_rfq_18649_document_extraction,GATE,False,0,1,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_document_extraction/make_synthetic_corpus.py,uiowa_rfq_18649_document_extraction,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_document_extraction/make_synthetic_corpus.py,uiowa_rfq_18649_document_extraction,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_document_extraction/test_extract.py,uiowa_rfq_18649_document_extraction,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_document_extraction/test_extract.py,uiowa_rfq_18649_document_extraction,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_economics_resource_adapters/check_contract.py,uiowa_rfq_18649_economics_resource_adapters,GATE,False,0,1,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_economics_resource_adapters/integrate.py,uiowa_rfq_18649_economics_resource_adapters,GATE,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_economics_resource_adapters/test_check_contract.py,uiowa_rfq_18649_economics_resource_adapters,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_economics_resource_adapters/test_check_contract.py,uiowa_rfq_18649_economics_resource_adapters,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_economics_resource_adapters/test_integrate.py,uiowa_rfq_18649_economics_resource_adapters,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_economics_resource_adapters/test_integrate.py,uiowa_rfq_18649_economics_resource_adapters,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_economics_resource_adapters/test_integrate.py,uiowa_rfq_18649_economics_resource_adapters,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_exec_summary/build_summary.py,uiowa_rfq_18649_exec_summary,GATE,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_exec_summary/test_exec_summary.py,uiowa_rfq_18649_exec_summary,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_exec_summary/test_exec_summary.py,uiowa_rfq_18649_exec_summary,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_filesystem_safety/fs_safety.py,uiowa_rfq_18649_filesystem_safety,GATE,False,0,1,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_filesystem_safety/test_fsaudit.py,uiowa_rfq_18649_filesystem_safety,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_filesystem_safety/test_fsaudit.py,uiowa_rfq_18649_filesystem_safety,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_handoff/handoff.py,uiowa_rfq_18649_handoff,INDETERMINATE,False,0,2,True,UNRESOLVED_EXIT,MEDIUM,2 exit value(s) could not be resolved statically; not assumed to be a gate and not assumed to be report-only
uiowa_rfq_18649_handoff/handoff.py,uiowa_rfq_18649_handoff,INDETERMINATE,False,0,2,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_handoff/tests/test_handoff.py,uiowa_rfq_18649_handoff,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_handoff/tests/test_handoff.py,uiowa_rfq_18649_handoff,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_intake_rehearsal/rehearse_intake.py,uiowa_rfq_18649_intake_rehearsal,GATE,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,uiowa_rfq_18649_intake_rehearsal,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,uiowa_rfq_18649_intake_rehearsal,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,uiowa_rfq_18649_intake_rehearsal,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_integration/integrate_tabular.py,uiowa_rfq_18649_integration,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_integration/integrate_tabular.py,uiowa_rfq_18649_integration,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_integration/integrate_tabular.py,uiowa_rfq_18649_integration,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_milestone_packets/milestone_packets.py,uiowa_rfq_18649_milestone_packets,GATE,False,0,1,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_milestone_packets/test_milestone_packets.py,uiowa_rfq_18649_milestone_packets,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_milestone_packets/test_milestone_packets.py,uiowa_rfq_18649_milestone_packets,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_observability/observability.py,uiowa_rfq_18649_observability,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_observability/observability.py,uiowa_rfq_18649_observability,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_observability/observability.py,uiowa_rfq_18649_observability,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_observability/test_observability.py,uiowa_rfq_18649_observability,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_observability/test_observability.py,uiowa_rfq_18649_observability,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_alpha/test_rollup.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_alpha/test_rollup.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_bravo/test_parser.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,False,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_operator_handoff/fixtures/minikit/uiowa_rfq_18649_bravo/test_parser.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,False,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_operator_handoff/render_guide.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_operator_handoff/render_guide.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_operator_handoff/render_guide.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_operator_handoff/test_verify_kit.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,True,NO_SIGNAL_PATH,MEDIUM,cannot return non-zero under any input; indistinguishable from a clean run by anything except a human reading stdout
uiowa_rfq_18649_operator_handoff/test_verify_kit.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,True,CRASH_AS_SIGNAL,LOW,"the only non-zero exit available is an uncaught exception; a crash says the tool broke, not that the subject has findings"
uiowa_rfq_18649_operator_handoff/test_verify_kit.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,True,NO_CONTRACT_LINE,INFO,"emits no KIT-STATUS line, so a runner must infer meaning from the exit code alone"
uiowa_rfq_18649_operator_handoff/verify_kit.py,uiowa_rfq_18649_operator_handoff,REPORT_ONLY,False,0,0,False,FALSE_CLEAN,HIGH,"prints failure vocabulary (missing) but always exits 0, so a runner records a clean result for a run that reported a problem"
