feature,opponent,seed,candidate_seat,baseline_margin,disabled_margin,enabled_margin_effect,enabled_candidate_score_effect,enabled_opponent_score_effect,trace_diverged,baseline_trace_sha256,disabled_trace_sha256
market_pressure,apex,2609098601,0,8523.0,7854.0,669.0,163.0,-506.0,True,1528eee8e88af9e7298bd875f6b898061c0503012e98bb2194c1bc703329d31a,460c22d17b08fb212871721e0acb5f25fc24399270b0c3d6bfd6763390e78ced
market_pressure,apex,2609098601,1,8523.0,7854.0,669.0,163.0,-506.0,True,51cf9692e56c601631072c0eaf385b2c1680150c915574851b160f74d6b3007b,92c9089f9b078fd1f8fc3013e6bb155fdc974b7f026530d8922f282736ecc501
market_pressure,apex,2609098602,0,2943.0,2743.0,200.0,110.0,-90.0,True,e7be2d1ef3a99148604c4a6ce91c33cdd3293fa7c73cdcd416d1aa5babc1d73d,d432ae4fd496b2cb47a4b49086e4a625c1c1dd8e904a4ea74717938c5f50e6e2
market_pressure,apex,2609098602,1,2943.0,2743.0,200.0,110.0,-90.0,True,7f78aeb4702db9e6bb28bfa201667ce5811f7ed84d8a3b4fbf30b98b4c524c92,0450194868a1c0d22f648d3e7f6b3b836eec4cb0913de51d4c11276fba662859
market_pressure,apex,2609098603,0,2786.0,2742.0,44.0,22.0,-22.0,True,7f5e01fc78625e8b472a105170b03ecd3a273f03f5ebfbc65221494f0ccc1261,80ca3fd53f6577e60928444895a7f93e482c53be287d568e7ff9a4266f60ac4c
market_pressure,apex,2609098603,1,2786.0,2742.0,44.0,22.0,-22.0,True,b944425b67cdedbdb5ce216ffd528856b99ce9bd21c68e429a15029547a746ad,1f8ea2b3e9dd4f5b6ad5e38fceb8a819f8e8057dcf5d72e06cfeb944b2a96ac2
market_pressure,apex,2609098604,0,3142.0,3044.0,98.0,52.0,-46.0,True,333f46e5ab31863269d0a48b1b94ba5a81e697d16e2b3125ccb5dbc949660741,505c7b4a13481ef2383c9ce7c876b3c28954e56b25f3982763998f78364ddc1d
market_pressure,apex,2609098604,1,3142.0,3044.0,98.0,52.0,-46.0,True,1324fbadbe30f7c678f1656bdcfecc23016dea813bb980d7d6a85a9761ad243e,13e9e41ddcbddeaafde60b773628a84c07c52492c5c887788dc602a04b15ecd3
market_pressure,arlene,2609098601,0,2457.0,1569.0,888.0,447.0,-441.0,True,873c0491b1abe30121e2945be4a84a6c476abbbbe70dd665069d9e6db03b8026,c9f0282f6ac4cc76e837959327b2f30188c569b582682dad9b5ff65ac02b02ab
market_pressure,arlene,2609098601,1,2457.0,1569.0,888.0,447.0,-441.0,True,23e9da135065d086d96add9b014decd08b68fc3852b85b268cfd2aaf349b31ba,eb36fae59e7e052dcdfb9420ff97e664b51fae232026748bd3033bcfafa9d7af
market_pressure,arlene,2609098602,0,957.0,76.0,881.0,386.0,-495.0,True,3e54ceb76a3f0cc6a51343223baefc9b7ae62ed3f37c0b562cdbfd789568aabd,add2e86a06e1abb4305f3cb18f4aea66eae2e4e827248fab09cf2fd34c5b917a
market_pressure,arlene,2609098602,1,957.0,76.0,881.0,386.0,-495.0,True,47de4221a6672ca0b379d9fe2d296fda42b6c2771655573db8d32889637e89f2,9cd61f4ae4eaf2073751c70ef0813d190adee170cc146a3ddb693e708ed30433
market_pressure,arlene,2609098603,0,646.0,177.0,469.0,218.0,-251.0,True,7a54fe2cf478a57b362c2d4a68a3c74331fa260881a01943b9f29e9db964b2a0,4ffba49a4592436fd96d81f90c53f44312b8ae65275be91b3975eeeb65555cd5
market_pressure,arlene,2609098603,1,646.0,177.0,469.0,218.0,-251.0,True,1736e266479e4ba9ee9ccfbf4e8adfcd784a59b567036546f74fb3529e0f0607,1c147967a9db8b0ecd5c1994ee095fe76c929adecff15e4919d39605e528243a
market_pressure,arlene,2609098604,0,1569.0,610.0,959.0,415.0,-544.0,True,45c44339f02ef0b4847849a4c1d6faf2df282afc97c748f977d234303c005b59,2e6e5de7072f524e5c64bc884d1e8a2df7aec052daaca7ee3a4bb022efa79b49
market_pressure,arlene,2609098604,1,1569.0,610.0,959.0,415.0,-544.0,True,84bcd8057a7969cd5e4210c8cb600580946f28e3411c114e66f01010d059f2b2,24158fb1cc9ef1906eca97433d08c983c1ef1d0d093f3eacbbff34b675582d22
market_pressure,kaito,2609098601,0,29813.0,29821.0,-8.0,-4.0,4.0,True,7a7802b7e1b078493bceac59c0541de933820ba13b638b133a9dcb000a822a4a,0d015e7f11390370a0ac9eee4f229a044ad70876e4d07455312d15f5c14ffd10
market_pressure,kaito,2609098601,1,29813.0,29821.0,-8.0,-4.0,4.0,True,229758a2d64e2c7bca6ecb86d5ffa9eb958016a9a0640fd8e1afb1059ff4ffe0,401f4e203ddb0cba29cad54ed0e2e5615f2a6b5f234005220afe6ca9b49bd51c
market_pressure,kaito,2609098602,0,42414.0,42422.0,-8.0,-4.0,4.0,True,9163876120f97a9740686e44a458bcd924dc5e43bfefa4e04d7a2490faa750b6,c56598ff204cf15380b2daaad225a88bfaa8c7b2d62bf9c9a99392bb8535b0d2
market_pressure,kaito,2609098602,1,42414.0,42422.0,-8.0,-4.0,4.0,True,d2a95943cb2371628bf193a3027cb55f1b99a89dd05c29e4e65986183dc8d815,82e6819d69934b8b9c3197ac8330a1ec9fbdaa5659cde04e4cbf64fd225a73df
market_pressure,kaito,2609098603,0,46118.0,46138.0,-20.0,-7.0,13.0,True,e2e5d5933568fc34409cc9a62c0be042a3f1f101824ae804aa1b98d57ef23182,118c7adb70d9a4b0d18092ac1c9f6aadc5ab972befc16715224b4dcdb9acf397
market_pressure,kaito,2609098603,1,46118.0,46138.0,-20.0,-7.0,13.0,True,a183484dd027505db3ca925d0963d028e71d5a65cba785ea03d5f4605d6246c7,91d485fe2270b46b44849d511c64b4baedd2307c858dda8548c43917b46c533e
market_pressure,kaito,2609098604,0,45886.0,45891.0,-5.0,-3.0,2.0,True,8ed1c1dd882be9ddc580a884f5d02e589001827bb856156f3a170ad28498836b,0fde4933e84a51dbe8c9516b4432482cdb407af1876e72bdfff879198aab531e
market_pressure,kaito,2609098604,1,45886.0,45891.0,-5.0,-3.0,2.0,True,eb66c4ac368feae943909cf465963316cd2188fd9886757faf5130ca036bce82,f180ee764e8b053780b1b3ce3d732ece1ccb3db444ac2b5fc3a1071389060203
market_pressure,reyhan,2609098601,0,30256.0,30352.0,-96.0,-52.0,44.0,True,d371763db1b26e82d06051611c3191b9fa61bb768b7d0efef24fcc8e6a784c58,60326ac7231dbe21c220be1473f94f8766b5637918e712d8a3f76085d38827d5
market_pressure,reyhan,2609098601,1,30256.0,30352.0,-96.0,-52.0,44.0,True,87d3a37b043b155fff3e178a9bcacf0cfb8a2a2e581856dbb2460adccdc346ae,b39e4d02a281819e558d3e81e3e2d5ae46678e713bcf798f5f7e40130c82fc1a
market_pressure,reyhan,2609098602,0,22888.0,22919.0,-31.0,-17.0,14.0,True,acf0d8fa88bf06473b994e309ab2e4e3bbf4016df91f4dd3dea1121262ceff7a,4f917e2fc9a360633ffd0a56d1d81a036951c9f94fd9833708de9f44e402409c
market_pressure,reyhan,2609098602,1,22888.0,22919.0,-31.0,-17.0,14.0,True,92f4e028e787925d6d96000702cf5d24efc4e3839e94e2d6b3102e375116a7d9,05c083ddfba38c3c622baeeb219b635e535510958e280b59e4f2f3b5d3f9bee2
market_pressure,reyhan,2609098603,0,41493.0,41482.0,11.0,6.0,-5.0,True,4f9308d04a84fdb4931c8acf53bc95b918e96adcac0fe87c140a234c3c6eb2d3,9179e3d0514500c3f96eae4672120d9a173fe1d88d5186a9057e2d94eaaabb8a
market_pressure,reyhan,2609098603,1,40779.0,40780.0,-1.0,0.0,1.0,True,415f2e8042dae6f8944885f612ea55d7e786c88e1404f6d9005990f0af07848c,aa8043fe54c0d6358edb0f5b15c10d9ea0e11ff9fc4e1c52c525fd4619d004f7
market_pressure,reyhan,2609098604,0,34739.0,34751.0,-12.0,-4.0,8.0,True,66f56e77a137ad2a27349c7958032c93de88a05611decbc7d9c33c2587984a85,2ba0a0a493f899456d8d34d46eb672e5f472865f4b8bab0624bf41d76badb64a
market_pressure,reyhan,2609098604,1,34739.0,34751.0,-12.0,-4.0,8.0,True,8eb412bd7631eb9758bf0157ef725fbdddd263cb83e303f9f8fd580d22f4e024,9724ca2058f78944228ae6cc0b55c8bf6a7136df7b19111d6cd32e4d7f409eba
redundant_hire,apex,2609098601,0,8523.0,8549.0,-26.0,-194.0,-168.0,True,1528eee8e88af9e7298bd875f6b898061c0503012e98bb2194c1bc703329d31a,80913259fde9470e611ad2a8851265ccc58cebce90aaa9f8a0bb4c6afcd262dc
redundant_hire,apex,2609098601,1,8523.0,8549.0,-26.0,-194.0,-168.0,True,51cf9692e56c601631072c0eaf385b2c1680150c915574851b160f74d6b3007b,9c976395993d79178d8b5bbf94553c55033e9c72d877f34ecc51634fc7bb9d5a
redundant_hire,apex,2609098602,0,2943.0,2938.0,5.0,5.0,0.0,True,e7be2d1ef3a99148604c4a6ce91c33cdd3293fa7c73cdcd416d1aa5babc1d73d,d0ee60f9c69d8cda149ecd6f24e8919d4359d43f5b9f63f79482b173d3b5cdda
redundant_hire,apex,2609098602,1,2943.0,2938.0,5.0,5.0,0.0,True,7f78aeb4702db9e6bb28bfa201667ce5811f7ed84d8a3b4fbf30b98b4c524c92,31b06280e64f3beb42d97752566cc6fa5d4e9ad33191854f141fd928287d7ae4
redundant_hire,apex,2609098603,0,2786.0,2781.0,5.0,5.0,0.0,True,7f5e01fc78625e8b472a105170b03ecd3a273f03f5ebfbc65221494f0ccc1261,902b27cbc9d0ddfd1c053a40be224013b0ade43ea5b86402860d42a056a0ef09
redundant_hire,apex,2609098603,1,2786.0,2781.0,5.0,5.0,0.0,True,b944425b67cdedbdb5ce216ffd528856b99ce9bd21c68e429a15029547a746ad,0f34e7fd844d51ec10e3c2aa3968eddf891e53d3e87b55022735e44650a9bcab
redundant_hire,apex,2609098604,0,3142.0,3137.0,5.0,5.0,0.0,True,333f46e5ab31863269d0a48b1b94ba5a81e697d16e2b3125ccb5dbc949660741,9a923e7af8ca98665593bf7b51833a15f10775f789097f65c61a0578cef81961
redundant_hire,apex,2609098604,1,3142.0,3137.0,5.0,5.0,0.0,True,1324fbadbe30f7c678f1656bdcfecc23016dea813bb980d7d6a85a9761ad243e,6a70db83fa47c745c6da023cb0f541797b99d113805e937a5999d3e19972a08d
redundant_hire,arlene,2609098601,0,2457.0,2445.0,12.0,18.0,6.0,True,873c0491b1abe30121e2945be4a84a6c476abbbbe70dd665069d9e6db03b8026,ed0f1c9c3467992b99f30d4affd61e67e392b6cb4a2ad50c856c2795b4615f2f
redundant_hire,arlene,2609098601,1,2457.0,2445.0,12.0,18.0,6.0,True,23e9da135065d086d96add9b014decd08b68fc3852b85b268cfd2aaf349b31ba,bb8ac955ed187719c7282d0ef5a38dd508da4f64c3777da729c519f09973915d
redundant_hire,arlene,2609098602,0,957.0,952.0,5.0,5.0,0.0,True,3e54ceb76a3f0cc6a51343223baefc9b7ae62ed3f37c0b562cdbfd789568aabd,8f3a3aba5ec2d841b0b4d8f8c722d629839dc6c5bf4d7d3f13b45f28ad7999e4
redundant_hire,arlene,2609098602,1,957.0,952.0,5.0,5.0,0.0,True,47de4221a6672ca0b379d9fe2d296fda42b6c2771655573db8d32889637e89f2,5d5658c8884c346de23363fabeaae3e35bc20dfdea47644040b5de87734b242f
redundant_hire,arlene,2609098603,0,646.0,641.0,5.0,5.0,0.0,True,7a54fe2cf478a57b362c2d4a68a3c74331fa260881a01943b9f29e9db964b2a0,24c37737389806857538861ad6432aec18ef5154ad53508dfdc791a89cc8d691
redundant_hire,arlene,2609098603,1,646.0,641.0,5.0,5.0,0.0,True,1736e266479e4ba9ee9ccfbf4e8adfcd784a59b567036546f74fb3529e0f0607,21cb7d72d047fb57b069b48cbd2f9776850e7e9c0d8d34a5613f6c57900d7f55
redundant_hire,arlene,2609098604,0,1569.0,1564.0,5.0,5.0,0.0,True,45c44339f02ef0b4847849a4c1d6faf2df282afc97c748f977d234303c005b59,3809cd4f12a6374c9bab0dc0d529decbe3cfca7557ba725f68d9f5be39cc05de
redundant_hire,arlene,2609098604,1,1569.0,1564.0,5.0,5.0,0.0,True,84bcd8057a7969cd5e4210c8cb600580946f28e3411c114e66f01010d059f2b2,28f6aa44a5b26b8785cffa1667041dfe08e29996861ea2c8163b813b70138def
redundant_hire,kaito,2609098601,0,29813.0,29808.0,5.0,5.0,0.0,True,7a7802b7e1b078493bceac59c0541de933820ba13b638b133a9dcb000a822a4a,3046d369a77944eb185cce745259ae0bc8b8eb39d3aa8180e6d2f28845da92a5
redundant_hire,kaito,2609098601,1,29813.0,29808.0,5.0,5.0,0.0,True,229758a2d64e2c7bca6ecb86d5ffa9eb958016a9a0640fd8e1afb1059ff4ffe0,65fe1c39380d4e4551ac75bcb9842fded643fb2feeeb8b0e780f785472f09fcb
redundant_hire,kaito,2609098602,0,42414.0,42409.0,5.0,5.0,0.0,True,9163876120f97a9740686e44a458bcd924dc5e43bfefa4e04d7a2490faa750b6,d129f4e59cf95ab4447b073d1c6c5e0166ba72f4bf47532acc7e61f8d5ae72b0
redundant_hire,kaito,2609098602,1,42414.0,42409.0,5.0,5.0,0.0,True,d2a95943cb2371628bf193a3027cb55f1b99a89dd05c29e4e65986183dc8d815,5c8caab607c1785c653c8df60cffaca2e0bbe0b530f1fc69e668f0ae46fb04c6
redundant_hire,kaito,2609098603,0,46118.0,46113.0,5.0,5.0,0.0,True,e2e5d5933568fc34409cc9a62c0be042a3f1f101824ae804aa1b98d57ef23182,a9f5143491c1687e218aec485402fcfddd20e1756e2fb300b396d1b7c6c394cd
redundant_hire,kaito,2609098603,1,46118.0,46113.0,5.0,5.0,0.0,True,a183484dd027505db3ca925d0963d028e71d5a65cba785ea03d5f4605d6246c7,01e89a375eb2c8f540270ff57810dfa450b73d8d7f4daae90845817da8cc4ea2
redundant_hire,kaito,2609098604,0,45886.0,45881.0,5.0,5.0,0.0,True,8ed1c1dd882be9ddc580a884f5d02e589001827bb856156f3a170ad28498836b,517b9302e677fbd596a04007bfd14766ca380cc0b2cb415093cc7c19bb2b3fdd
redundant_hire,kaito,2609098604,1,45886.0,45881.0,5.0,5.0,0.0,True,eb66c4ac368feae943909cf465963316cd2188fd9886757faf5130ca036bce82,528bfe91a87d507cbb6541a279dbcc9188e4d1f20467d86b95f4b0bb5b1341c6
redundant_hire,reyhan,2609098601,0,30256.0,30251.0,5.0,5.0,0.0,True,d371763db1b26e82d06051611c3191b9fa61bb768b7d0efef24fcc8e6a784c58,c08ffbf430d1fdb8600a87288c837102fb4cb2cda55fa6dc1b3ae1659dcb2e77
redundant_hire,reyhan,2609098601,1,30256.0,30251.0,5.0,5.0,0.0,True,87d3a37b043b155fff3e178a9bcacf0cfb8a2a2e581856dbb2460adccdc346ae,f3ecea1edefa5a7b565bd73626f0423d14bab9b6963fc85d556e83ca3f7ef4db
redundant_hire,reyhan,2609098602,0,22888.0,22883.0,5.0,5.0,0.0,True,acf0d8fa88bf06473b994e309ab2e4e3bbf4016df91f4dd3dea1121262ceff7a,a01bc10478bf6888e1d90283575c38e2906a6b4466dd6eda97ccc1665e26c1ff
redundant_hire,reyhan,2609098602,1,22888.0,22883.0,5.0,5.0,0.0,True,92f4e028e787925d6d96000702cf5d24efc4e3839e94e2d6b3102e375116a7d9,1db8f49560dd4bf07ab89b10f116549489bd471f160bb62c76df8d8adf71ec29
redundant_hire,reyhan,2609098603,0,41493.0,41488.0,5.0,5.0,0.0,True,4f9308d04a84fdb4931c8acf53bc95b918e96adcac0fe87c140a234c3c6eb2d3,616902fd8bcd68758aff20cc6e5718594c065584a6dcff4ea3d456161ecc9959
redundant_hire,reyhan,2609098603,1,40779.0,40774.0,5.0,5.0,0.0,True,415f2e8042dae6f8944885f612ea55d7e786c88e1404f6d9005990f0af07848c,064f3140823b39caf50955c1bb04294a19b0bd1da6409c5a05623a4acd40a19a
redundant_hire,reyhan,2609098604,0,34739.0,34734.0,5.0,5.0,0.0,True,66f56e77a137ad2a27349c7958032c93de88a05611decbc7d9c33c2587984a85,fce8ac00ec7215b76d9f6b80fdd5b8a35db032caa70d617f421a66badf4abc69
redundant_hire,reyhan,2609098604,1,34739.0,34734.0,5.0,5.0,0.0,True,8eb412bd7631eb9758bf0157ef725fbdddd263cb83e303f9f8fd580d22f4e024,2bd55c5dfc9aa39c109085fbaa9488d7a9161e175f7c5403aad69f5d3cd6e44b
